Simulator Results
Date:, Mon May 22 16:57:08 CEST 2023

Simulator Configuration
Simulation Type:,Terminating
Project Name:,GPU_MODEL_2.0
Study Name:,GPU_STUDY_GEMM_1024
Random Number Generator:,Lagged Fibonacci
Random Number Seed:,42
Maximum Batches:,100000
Minimum Batches:,100000
Data Reporting Frequency:,1
Display Update Frequency:,1
BuildType:,Optimize
Execution Architecture:,64-bit
Runname:,Results
Output File:,Results_output.txt
Results File:,Results_results
Jackknife Variance:,On
Processors Per Experiment:,1
Maximize Processor Usage:,false
Processors Selected for Simulation:
mobius-VirtualBox,amd64

Experiment 1
Experiment 1,Start Time:,Mon May 22 16:06:28 CEST 2023
Experiment 1,Finish Time:,Mon May 22 16:55:00 CEST 2023
Experiment 1,Elapsed Running Time:,2911.474
Experiment 1,Total CPU Time:,2754.9556549999998
Experiment 1,Batches Completed:,2
Experiment 1,Experiment Name:,Experiment 1
Experiment 1,Global Variable Settings:
Experiment 1,short,dram_size,100
Experiment 1,short,failure_index,1000
Experiment 1,float,global_read_dram,0.01
Experiment 1,float,global_read_l1,0.95
Experiment 1,float,global_read_l2,0.04
Experiment 1,float,global_write_dram,0.0
Experiment 1,float,global_write_l1,1.0
Experiment 1,float,global_write_l2,0.0
Experiment 1,short,l1_size,100
Experiment 1,short,l2_size,100
Experiment 1,float,local_read_dram,0.0
Experiment 1,float,local_read_l1,1.0
Experiment 1,float,local_read_l2,0
Experiment 1,float,local_write_dram,0
Experiment 1,float,local_write_l1,1.0
Experiment 1,float,local_write_l2,0
Experiment 1,short,nfailedprocessors,0
Experiment 1,short,nfailedsm,0
Experiment 1,short,nfailedwarps,0
Experiment 1,short,nprocessors,1
Experiment 1,short,nsm,1
Experiment 1,short,nwarps,179
Experiment 1,short,register_count_index,0
Experiment 1,short,sim_end,100
Experiment 1,short,size,7424
Experiment 1, Results
Experiment 1,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 1,Mean,warp,0.0,100,1.3287170000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,exec_dispatch,0.0,100,2.6577920000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,l1_read,0.0,100,3.6498600000E05 ,+/-,0.0000000000E00 
Experiment 1,Mean,l2_read,0.0,100,1.4955500000E04 ,+/-,0.0000000000E00 
Experiment 1,Mean,dram_read,0.0,100,3.7185000000E03 ,+/-,0.0000000000E00 
Experiment 1,Mean,alu_ok,0.0,100,7.6164500000E05 ,+/-,0.0000000000E00 
Experiment 1,Mean,alu_ko,0.0,100,0.0000000000E00 ,+/-,0.0000000000E00 
Experiment 1,Mean,l1_read_ko,0.0,100,1.7900000000E02 ,+/-,0.0000000000E00 
Experiment 1,Mean,l2_read_ko,0.0,100,0.0000000000E00 ,+/-,0.0000000000E00 
Experiment 1,Mean,dram_read_ko,0.0,100,0.0000000000E00 ,+/-,0.0000000000E00 
Experiment 1,Mean,failure,100,100,0.0000000000E00 ,+/-,0.0000000000E00 
Experiment 1,Mean,l1_access,0.0,100,9.8163242000E07 ,+/-,0.0000000000E00 
Experiment 1,Mean,l2_access,0.0,100,2.6770345000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,dram_access,0.0,100,6.6561150000E05 ,+/-,0.0000000000E00 
Experiment 1,Mean,inst_ready,100,100,1.3287170000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,clocks,0.0,100,1.0770725902E10 ,+/-,0.0000000000E00 
Experiment 1,Mean,clocks2,0.0,100,4.4177353940E09 ,+/-,0.0000000000E00 
Experiment 1,Mean,clocks3,0.0,100,2.6574340000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,clocks4,0.0,100,1.3287170000E07 ,+/-,0.0000000000E00 
Experiment 1,Mean,alu,0.0,100,1.5236480000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,l1_clock,0.0,100,1.7548736000E07 ,+/-,0.0000000000E00 
Experiment 1,Mean,l2_clock,0.0,100,5.9822000000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,dram_clock,0.0,100,2.6029500000E06 ,+/-,0.0000000000E00 
Experiment 1,Mean,pipeline,0.0,100,2.6577920000E07 ,+/-,0.0000000000E00 
Experiment 1,Mean,barrier,0.0,100,0.0000000000E00 ,+/-,0.0000000000E00 

<END_MOBIUS_RESULTS>
